name,title,province_name,province_price
百香果,一亩田2020-06-16百香果价格行情分布,四川,7.19
百香果,一亩田2020-06-16百香果价格行情分布,福建,6.18
百香果,一亩田2020-06-16百香果价格行情分布,江苏,5
香蕉,一亩田2020-06-16香蕉价格行情分布,广东,1.45
香蕉,一亩田2020-06-16香蕉价格行情分布,浙江,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,江苏,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,广西,1.95
荔枝,一亩田2020-06-16荔枝价格行情分布,河南,3.17
荔枝,一亩田2020-06-16荔枝价格行情分布,广东,8.71
荔枝,一亩田2020-06-16荔枝价格行情分布,浙江,5.42
荔枝,一亩田2020-06-16荔枝价格行情分布,江西,3.92
柠檬,一亩田2020-06-16柠檬价格行情分布,海南,2.42
柠檬,一亩田2020-06-16柠檬价格行情分布,云南,4.89
柠檬,一亩田2020-06-16柠檬价格行情分布,河南,35
柠檬,一亩田2020-06-16柠檬价格行情分布,重庆,2.68
木瓜,一亩田2020-06-16木瓜价格行情分布,湖南,0.99
木瓜,一亩田2020-06-16木瓜价格行情分布,云南,1.77
柚子,一亩田2020-06-16柚子价格行情分布,湖南,2.44
榴莲,一亩田2020-06-16榴莲价格行情分布,四川,43.93
榴莲,一亩田2020-06-16榴莲价格行情分布,江苏,31.16
榴莲,一亩田2020-06-16榴莲价格行情分布,广东,50.01
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,新疆,1.26
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,山西,1.26
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,贵州,1.36
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,内蒙古,1.26
火龙果,一亩田2020-06-16火龙果价格行情分布,陕西,2
火龙果,一亩田2020-06-16火龙果价格行情分布,重庆,2.71
火龙果,一亩田2020-06-16火龙果价格行情分布,浙江,3.3
火龙果,一亩田2020-06-16火龙果价格行情分布,海南,3.12
百香果,一亩田2020-06-16百香果价格行情分布,海南,6.77
百香果,一亩田2020-06-16百香果价格行情分布,广东,5.42
香蕉,一亩田2020-06-16香蕉价格行情分布,黑龙江,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,海南,1.29
香蕉,一亩田2020-06-16香蕉价格行情分布,江西,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,安徽,0.75
荔枝,一亩田2020-06-16荔枝价格行情分布,云南,5.85
荔枝,一亩田2020-06-16荔枝价格行情分布,福建,4.49
荔枝,一亩田2020-06-16荔枝价格行情分布,湖南,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,湖北,4.25
柠檬,一亩田2020-06-16柠檬价格行情分布,福建,11.46
木瓜,一亩田2020-06-16木瓜价格行情分布,甘肃,1
木瓜,一亩田2020-06-16木瓜价格行情分布,海南,1.15
木瓜,一亩田2020-06-16木瓜价格行情分布,江西,1
榴莲,一亩田2020-06-16榴莲价格行情分布,天津,14
榴莲,一亩田2020-06-16榴莲价格行情分布,海南,22
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,甘肃,1.26
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,辽宁,1.26
火龙果,一亩田2020-06-16火龙果价格行情分布,上海,2
火龙果,一亩田2020-06-16火龙果价格行情分布,天津,2
火龙果,一亩田2020-06-16火龙果价格行情分布,宁夏,2
火龙果,一亩田2020-06-16火龙果价格行情分布,北京,2
百香果,一亩田2020-06-16百香果价格行情分布,湖北,3.16
香蕉,一亩田2020-06-16香蕉价格行情分布,甘肃,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,河南,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,贵州,1.28
香蕉,一亩田2020-06-16香蕉价格行情分布,湖南,0.75
荔枝,一亩田2020-06-16荔枝价格行情分布,青海,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,陕西,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,西藏,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,贵州,11.16
芒果,一亩田2020-06-16芒果价格行情分布,辽宁,1.9
芒果,一亩田2020-06-16芒果价格行情分布,吉林,1.94
芒果,一亩田2020-06-16芒果价格行情分布,黑龙江,1.89
木瓜,一亩田2020-06-16木瓜价格行情分布,福建,1.22
木瓜,一亩田2020-06-16木瓜价格行情分布,河南,1.14
木瓜,一亩田2020-06-16木瓜价格行情分布,广西,2.48
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,吉林,1.27
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,黑龙江,1.26
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,江苏,3.02
火龙果,一亩田2020-06-16火龙果价格行情分布,青海,2
火龙果,一亩田2020-06-16火龙果价格行情分布,山西,2
火龙果,一亩田2020-06-16火龙果价格行情分布,甘肃,2
火龙果,一亩田2020-06-16火龙果价格行情分布,四川,4.34
香蕉,一亩田2020-06-16香蕉价格行情分布,四川,0.76
香蕉,一亩田2020-06-16香蕉价格行情分布,陕西,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,西藏,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,青海,0.75
神秘果,一亩田2020-06-16神秘果价格行情分布,湖北,12
神秘果,一亩田2020-06-16神秘果价格行情分布,广东,100
布福娜,一亩田2020-06-16布福娜价格行情分布,广东,14.66
荔枝,一亩田2020-06-16荔枝价格行情分布,上海,4.83
荔枝,一亩田2020-06-16荔枝价格行情分布,广西,5.48
荔枝,一亩田2020-06-16荔枝价格行情分布,重庆,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,天津,4.25
钙果,一亩田2020-06-16钙果价格行情分布,河北,17.5
钙果,一亩田2020-06-16钙果价格行情分布,山西,65.83
钙果,一亩田2020-06-16钙果价格行情分布,山东,23.25
沙枣,一亩田2020-06-16沙枣价格行情分布,甘肃,20.66
沙枣,一亩田2020-06-16沙枣价格行情分布,河北,15
芒果,一亩田2020-06-16芒果价格行情分布,江苏,2.38
芒果,一亩田2020-06-16芒果价格行情分布,湖南,1.92
嘎喱罗,一亩田2020-06-16嘎喱罗价格行情分布,云南,21.43
仁面果,一亩田2020-06-16仁面果价格行情分布,陕西,1.23
仁面果,一亩田2020-06-16仁面果价格行情分布,广东,12.98
木瓜,一亩田2020-06-16木瓜价格行情分布,天津,1
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,浙江,1.61
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,海南,2.87
火龙果,一亩田2020-06-16火龙果价格行情分布,河北,2
火龙果,一亩田2020-06-16火龙果价格行情分布,辽宁,2
火龙果,一亩田2020-06-16火龙果价格行情分布,新疆,2
香蕉,一亩田2020-06-16香蕉价格行情分布,宁夏,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,重庆,0.84
香蕉,一亩田2020-06-16香蕉价格行情分布,上海,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,天津,0.75
布福娜,一亩田2020-06-16布福娜价格行情分布,江西,23.75
布福娜,一亩田2020-06-16布福娜价格行情分布,云南,15.11
布福娜,一亩田2020-06-16布福娜价格行情分布,湖南,34.51
荔枝,一亩田2020-06-16荔枝价格行情分布,北京,5.35
荔枝,一亩田2020-06-16荔枝价格行情分布,四川,5.05
荔枝,一亩田2020-06-16荔枝价格行情分布,宁夏,4.25
沙枣,一亩田2020-06-16沙枣价格行情分布,新疆,18.16
芒果,一亩田2020-06-16芒果价格行情分布,浙江,2.05
芒果,一亩田2020-06-16芒果价格行情分布,宁夏,1.95
芒果,一亩田2020-06-16芒果价格行情分布,安徽,2.02
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,安徽,1.34
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,江西,1.32
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,山东,1.4
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,河南,1.36
火龙果,一亩田2020-06-16火龙果价格行情分布,江西,3
火龙果,一亩田2020-06-16火龙果价格行情分布,内蒙古,2
火龙果,一亩田2020-06-16火龙果价格行情分布,江苏,2.56
火龙果,一亩田2020-06-16火龙果价格行情分布,山东,2.67
香蕉,一亩田2020-06-16香蕉价格行情分布,云南,1.87
香蕉,一亩田2020-06-16香蕉价格行情分布,北京,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,山西,0.75
香蕉,一亩田2020-06-16香蕉价格行情分布,新疆,0.75
布福娜,一亩田2020-06-16布福娜价格行情分布,安徽,18.88
布福娜,一亩田2020-06-16布福娜价格行情分布,广西,30.4
荔枝,一亩田2020-06-16荔枝价格行情分布,新疆,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,山西,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,河北,4
芒果,一亩田2020-06-16芒果价格行情分布,广西,2.5
芒果,一亩田2020-06-16芒果价格行情分布,江西,2
芒果,一亩田2020-06-16芒果价格行情分布,山东,2
芒果,一亩田2020-06-16芒果价格行情分布,福建,2.07
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,四川,1.47
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,湖北,1.59
火龙果,一亩田2020-06-16火龙果价格行情分布,黑龙江,2
火龙果,一亩田2020-06-16火龙果价格行情分布,吉林,2
火龙果,一亩田2020-06-16火龙果价格行情分布,广西,4.41
火龙果,一亩田2020-06-16火龙果价格行情分布,贵州,2.82
荔枝,一亩田2020-06-16荔枝价格行情分布,甘肃,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,内蒙古,4.25
荔枝,一亩田2020-06-16荔枝价格行情分布,江苏,9.5
荔枝,一亩田2020-06-16荔枝价格行情分布,黑龙江,4.25
芒果,一亩田2020-06-16芒果价格行情分布,湖北,2
芒果,一亩田2020-06-16芒果价格行情分布,广东,2.05
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,云南,1.91
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,广东,3.15
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,西藏,1.26
青枣,一亩田2020-06-16青枣价格行情分布,广西,2.33
青枣,一亩田2020-06-16青枣价格行情分布,四川,1.93
芒果,一亩田2020-06-16芒果价格行情分布,新疆,2.07
芒果,一亩田2020-06-16芒果价格行情分布,海南,2.72
芒果,一亩田2020-06-16芒果价格行情分布,西藏,1.96
芒果,一亩田2020-06-16芒果价格行情分布,北京,1.92
菠萝蜜,一亩田2020-06-16菠萝蜜价格行情分布,福建,1.6
青枣,一亩田2020-06-16青枣价格行情分布,陕西,20.75
青枣,一亩田2020-06-16青枣价格行情分布,河南,3
青枣,一亩田2020-06-16青枣价格行情分布,福建,4
芒果,一亩田2020-06-16芒果价格行情分布,贵州,1.95
芒果,一亩田2020-06-16芒果价格行情分布,陕西,2.15
芒果,一亩田2020-06-16芒果价格行情分布,天津,2.09
青枣,一亩田2020-06-16青枣价格行情分布,浙江,1.6
青枣,一亩田2020-06-16青枣价格行情分布,云南,1.2
西梅,一亩田2020-06-16西梅价格行情分布,辽宁,7
西梅,一亩田2020-06-16西梅价格行情分布,新疆,12.22
西梅,一亩田2020-06-16西梅价格行情分布,四川,9
西梅,一亩田2020-06-16西梅价格行情分布,广东,6
乌梅,一亩田2020-06-16乌梅价格行情分布,新疆,21.6
乌梅,一亩田2020-06-16乌梅价格行情分布,陕西,15
乌梅,一亩田2020-06-16乌梅价格行情分布,湖南,2.5
乌梅,一亩田2020-06-16乌梅价格行情分布,四川,12
芒果,一亩田2020-06-16芒果价格行情分布,云南,2.62
芒果,一亩田2020-06-16芒果价格行情分布,上海,2.04
芒果,一亩田2020-06-16芒果价格行情分布,甘肃,1.92
芒果,一亩田2020-06-16芒果价格行情分布,青海,1.94
梅子,一亩田2020-06-16梅子价格行情分布,安徽,5.75
梅子,一亩田2020-06-16梅子价格行情分布,山东,5.25
石榴,一亩田2020-06-16石榴价格行情分布,山西,21.25
石榴,一亩田2020-06-16石榴价格行情分布,云南,6.75
石榴,一亩田2020-06-16石榴价格行情分布,四川,8.78
山楂,一亩田2020-06-16山楂价格行情分布,湖北,3.45
山楂,一亩田2020-06-16山楂价格行情分布,山东,3.28
山楂,一亩田2020-06-16山楂价格行情分布,广东,20
山楂,一亩田2020-06-16山楂价格行情分布,广西,10.63
黄皮果,一亩田2020-06-16黄皮果价格行情分布,广西,8.43
黄皮果,一亩田2020-06-16黄皮果价格行情分布,广东,9.13
黄皮果,一亩田2020-06-16黄皮果价格行情分布,海南,6.16
海棠果,一亩田2020-06-16海棠果价格行情分布,新疆,12.33
海棠果,一亩田2020-06-16海棠果价格行情分布,云南,2
海棠果,一亩田2020-06-16海棠果价格行情分布,内蒙古,4.5
海棠果,一亩田2020-06-16海棠果价格行情分布,辽宁,3.96
青枣,一亩田2020-06-16青枣价格行情分布,江苏,4.74
西梅,一亩田2020-06-16西梅价格行情分布,湖南,44.5
乌梅,一亩田2020-06-16乌梅价格行情分布,广东,3.04
乌梅,一亩田2020-06-16乌梅价格行情分布,河北,34
芒果,一亩田2020-06-16芒果价格行情分布,四川,3.55
芒果,一亩田2020-06-16芒果价格行情分布,河北,1.98
芒果,一亩田2020-06-16芒果价格行情分布,河南,1.97
芒果,一亩田2020-06-16芒果价格行情分布,重庆,2.03
梅子,一亩田2020-06-16梅子价格行情分布,陕西,0.9
梅子,一亩田2020-06-16梅子价格行情分布,云南,10.35
梅子,一亩田2020-06-16梅子价格行情分布,福建,2.3
梅子,一亩田2020-06-16梅子价格行情分布,广东,8.25
石榴,一亩田2020-06-16石榴价格行情分布,湖北,16.66
石榴,一亩田2020-06-16石榴价格行情分布,安徽,7.75
石榴,一亩田2020-06-16石榴价格行情分布,广东,3.95
石榴,一亩田2020-06-16石榴价格行情分布,海南,2.75
山楂,一亩田2020-06-16山楂价格行情分布,陕西,3.93
山楂,一亩田2020-06-16山楂价格行情分布,重庆,4.5
山楂,一亩田2020-06-16山楂价格行情分布,安徽,13.07
山楂,一亩田2020-06-16山楂价格行情分布,云南,12.63
黄皮果,一亩田2020-06-16黄皮果价格行情分布,湖北,3.5
海棠果,一亩田2020-06-16海棠果价格行情分布,黑龙江,15
海棠果,一亩田2020-06-16海棠果价格行情分布,四川,1.3
乌梅,一亩田2020-06-16乌梅价格行情分布,贵州,30
乌梅,一亩田2020-06-16乌梅价格行情分布,山东,16
乌梅,一亩田2020-06-16乌梅价格行情分布,安徽,19.89
乌梅,一亩田2020-06-16乌梅价格行情分布,广西,4.37
芒果,一亩田2020-06-16芒果价格行情分布,山西,1.99
芒果,一亩田2020-06-16芒果价格行情分布,内蒙古,1.94
梅子,一亩田2020-06-16梅子价格行情分布,浙江,5
梅子,一亩田2020-06-16梅子价格行情分布,四川,5.71
梅子,一亩田2020-06-16梅子价格行情分布,广西,2.7
石榴,一亩田2020-06-16石榴价格行情分布,湖南,10
石榴,一亩田2020-06-16石榴价格行情分布,河南,7.82
石榴,一亩田2020-06-16石榴价格行情分布,浙江,82.5
石榴,一亩田2020-06-16石榴价格行情分布,山东,5.81
山楂,一亩田2020-06-16山楂价格行情分布,江苏,4.13
山楂,一亩田2020-06-16山楂价格行情分布,北京,1.75
山楂,一亩田2020-06-16山楂价格行情分布,河北,8.8
山楂,一亩田2020-06-16山楂价格行情分布,河南,5.25
海棠果,一亩田2020-06-16海棠果价格行情分布,浙江,2.78
海棠果,一亩田2020-06-16海棠果价格行情分布,吉林,6.5
海棠果,一亩田2020-06-16海棠果价格行情分布,山东,4.32
海棠果,一亩田2020-06-16海棠果价格行情分布,河北,2.47
乌梅,一亩田2020-06-16乌梅价格行情分布,云南,16.73
石榴,一亩田2020-06-16石榴价格行情分布,新疆,12.15
石榴,一亩田2020-06-16石榴价格行情分布,陕西,16.4
山楂,一亩田2020-06-16山楂价格行情分布,宁夏,20
山楂,一亩田2020-06-16山楂价格行情分布,四川,4.5
山楂,一亩田2020-06-16山楂价格行情分布,海南,14
山楂,一亩田2020-06-16山楂价格行情分布,天津,2.67
蟠桃,一亩田2020-06-16蟠桃价格行情分布,江苏,6.67
蟠桃,一亩田2020-06-16蟠桃价格行情分布,陕西,6.31
海棠果,一亩田2020-06-16海棠果价格行情分布,安徽,1
海棠果,一亩田2020-06-16海棠果价格行情分布,甘肃,0.83
山楂,一亩田2020-06-16山楂价格行情分布,辽宁,1.1
山楂,一亩田2020-06-16山楂价格行情分布,山西,1.9
山楂,一亩田2020-06-16山楂价格行情分布,吉林,1.5
蟠桃,一亩田2020-06-16蟠桃价格行情分布,河北,3.56
蟠桃,一亩田2020-06-16蟠桃价格行情分布,山西,1.56
蟠桃,一亩田2020-06-16蟠桃价格行情分布,四川,2
蟠桃,一亩田2020-06-16蟠桃价格行情分布,新疆,8.89
海棠果,一亩田2020-06-16海棠果价格行情分布,陕西,0.55
杨梅,一亩田2020-06-16杨梅价格行情分布,湖北,9
杨梅,一亩田2020-06-16杨梅价格行情分布,浙江,16.94
蟠桃,一亩田2020-06-16蟠桃价格行情分布,山东,6.23
蟠桃,一亩田2020-06-16蟠桃价格行情分布,安徽,7.25
杨梅,一亩田2020-06-16杨梅价格行情分布,广东,10.73
杨梅,一亩田2020-06-16杨梅价格行情分布,江苏,26
杨梅,一亩田2020-06-16杨梅价格行情分布,贵州,3
杨梅,一亩田2020-06-16杨梅价格行情分布,云南,9.43
蟠桃,一亩田2020-06-16蟠桃价格行情分布,河南,5.13
蟠桃,一亩田2020-06-16蟠桃价格行情分布,云南,13.5
蟠桃,一亩田2020-06-16蟠桃价格行情分布,天津,4
蟠桃,一亩田2020-06-16蟠桃价格行情分布,北京,4.8
杨梅,一亩田2020-06-16杨梅价格行情分布,湖南,11.38
杨梅,一亩田2020-06-16杨梅价格行情分布,重庆,10
杨梅,一亩田2020-06-16杨梅价格行情分布,江西,7.49
杨梅,一亩田2020-06-16杨梅价格行情分布,广西,5.97
杨梅,一亩田2020-06-16杨梅价格行情分布,福建,12.5
杨梅,一亩田2020-06-16杨梅价格行情分布,四川,6.5
